episode,reward,duration,qstep
607,-155.0,155,-33.148267733874555
608,-121.0,121,-13.49773409525391
609,-155.0,155,-39.719323502366045
610,-190.0,190,-54.655074580305914
611,-150.0,150,-24.54690568582763
612,-160.0,160,-47.13820167574364
613,-161.0,161,-34.63380309671051
614,-152.0,152,-32.142231378354566
615,-116.0,116,-10.573087847830195
616,-186.0,186,-51.26342974596763
617,-159.0,159,-39.9670594537784
618,-192.0,192,-69.86240035921102
619,-152.0,152,-42.70752929747016
620,-184.0,184,-45.88052486249186
621,-191.0,191,-42.68502772416436
622,-119.0,119,-10.440049126282076
623,-151.0,151,-42.81136254013071
624,-119.0,119,-14.366522695241711
625,-122.0,122,-16.709400335489672
626,-114.0,114,-8.641984944428815
627,-199.0,199,-63.15781090405704
628,-114.0,114,-9.490894644469636
629,-155.0,155,-35.52845583429569
630,-190.0,190,-34.733486399769575
631,-118.0,118,-9.740818976381437
632,-153.0,153,-32.4847437119859
633,-159.0,159,-43.35947900713975
634,-153.0,153,-52.72945588068194
635,-157.0,157,-39.13640040602419
636,-153.0,153,-35.472255094904476
637,-187.0,187,-48.722693816434294
638,-118.0,118,-13.413907483674684
639,-124.0,124,-15.333253012003981
640,-152.0,152,-39.40487119433719
641,-117.0,117,-11.034621279084753
642,-119.0,119,-14.568481551405794
643,-157.0,157,-35.18727287276311
644,-163.0,163,-38.95456924624131
645,-200.0,200,-58.074897182252066
646,-190.0,190,-82.58614294750659
647,-147.0,147,-32.89580555092925
648,-113.0,113,-7.879857281921906
649,-160.0,160,-34.62272876672382
650,-120.0,120,-12.981160565200156
651,-159.0,159,-37.88316424641734
652,-116.0,116,-8.095025967552932
653,-117.0,117,-9.91997776799668
654,-153.0,153,-33.566774210251154
655,-150.0,150,-25.926497799335877
656,-160.0,160,-42.86613693053915
657,-163.0,163,-35.732348748419554
658,-155.0,155,-35.432054191429444
659,-153.0,153,-35.85433808760719
660,-153.0,153,-34.099582506372414
661,-189.0,189,-72.54247283620488
662,-150.0,150,-31.410229238692924
663,-192.0,192,-57.55594080513909
664,-151.0,151,-33.19618399729079
665,-150.0,150,-32.47552468346232
666,-196.0,196,-53.303973165683246
667,-200.0,200,-112.50674643370178
668,-121.0,121,-11.62861091701191
669,-155.0,155,-36.569891856845715
670,-196.0,196,-139.2654533915495
671,-146.0,146,-26.42784604369251
672,-124.0,124,-18.069101747920843
673,-162.0,162,-41.82752397684245
674,-151.0,151,-35.47387788740084
675,-189.0,189,-53.582926550087834
676,-158.0,158,-39.88185412106142
677,-154.0,154,-37.23966614710985
678,-115.0,115,-8.160621808772733
679,-161.0,161,-38.46625889660912
680,-160.0,160,-38.858225029803336
681,-115.0,115,-9.52827782227716
682,-154.0,154,-41.515055076623604
683,-162.0,162,-40.578430394805295
684,-193.0,193,-69.43577391580136
685,-157.0,157,-33.41899128443255
686,-177.0,177,-40.98685712149067
687,-153.0,153,-40.569417192988105
688,-165.0,165,-30.71123790174537
689,-155.0,155,-30.273155288613946
690,-154.0,154,-39.55542467650755
691,-156.0,156,-33.855023510742065
692,-155.0,155,-38.18973486742763
693,-196.0,196,-55.103338401191614
694,-121.0,121,-13.169939630069223
695,-155.0,155,-25.45433882382961
696,-150.0,150,-43.65877395931847
697,-123.0,123,-14.577407884982014
698,-149.0,149,-28.68724460913741
699,-157.0,157,-35.79490155757622
700,-130.0,130,-22.68609191839038
701,-151.0,151,-24.658805391434846
702,-152.0,152,-28.479668307939317
703,-112.0,112,-7.92977056835499
704,-154.0,154,-31.15107716030757
705,-152.0,152,-34.17570282527666
706,-150.0,150,-31.368968274537682
707,-151.0,151,-30.736324041274457
708,-153.0,153,-30.042876725355043
709,-135.0,135,-25.909595363697456
710,-114.0,114,-7.112427168798849
711,-116.0,116,-5.858833398665589
712,-155.0,155,-32.137155921469954
713,-188.0,188,-46.869088521801565
714,-171.0,171,-37.03468154011048
715,-119.0,119,-8.26772000667921
716,-155.0,155,-31.77533829696134
717,-114.0,114,-5.3072255129524555
718,-119.0,119,-11.97919646274874
719,-123.0,123,-13.111801265500903
720,-116.0,116,-7.962519383928698
721,-118.0,118,-9.223171927662888
722,-116.0,116,-8.3519598383226
723,-186.0,186,-56.54575841489583
724,-151.0,151,-28.14820393245979
725,-159.0,159,-39.05229146555453
726,-154.0,154,-32.745920019820915
727,-153.0,153,-41.40770436166544
728,-196.0,196,-53.93195828515879
729,-162.0,162,-25.731885680245906
730,-154.0,154,-25.178906933726477
731,-115.0,115,-7.61288072500677
732,-187.0,187,-44.56588097324187
733,-118.0,118,-8.173514734844584
734,-111.0,111,-4.754872799825156
735,-182.0,182,-41.39628805598472
736,-157.0,157,-22.51129145641084
737,-148.0,148,-32.32757717804231
738,-200.0,200,-145.935024273029
739,-161.0,161,-45.59678441273405
740,-148.0,148,-22.47495823180926
741,-149.0,149,-28.566139089576883
742,-155.0,155,-24.24267355963363
743,-149.0,149,-27.263729305425727
744,-126.0,126,-11.881582475059266
745,-157.0,157,-30.351496800359914
746,-115.0,115,-7.321746617193948
747,-160.0,160,-34.79850319761281
748,-154.0,154,-39.23456615195475
749,-154.0,154,-25.965643356749855
750,-179.0,179,-27.22369213284874
751,-149.0,149,-19.81878674606571
752,-153.0,153,-20.333680889102297
753,-149.0,149,-15.166100824182372
754,-155.0,155,-36.87200343449531
755,-157.0,157,-42.46891040468556
756,-156.0,156,-45.34252924958425
757,-155.0,155,-47.75618938048831
758,-167.0,167,-57.533593687742815
759,-160.0,160,-44.626646418718906
760,-116.0,116,-10.940126285454708
761,-155.0,155,-24.08354077277144
762,-151.0,151,-30.107029210899903
763,-189.0,189,-43.15554870594923
764,-200.0,200,-182.3486120050807
765,-157.0,157,-27.902451649547398
766,-159.0,159,-35.780722235743355
767,-154.0,154,-27.483243371289884
768,-148.0,148,-20.04655907739758
769,-154.0,154,-25.340147743581916
770,-153.0,153,-43.712319031747995
771,-127.0,127,-14.510296072540768
772,-124.0,124,-17.415214075006162
